LAYER ID	 RESOURCE ACCESS 	TYPE	 RESOURCE ACCESS 	TYPE	 RESOURCE USE 	TYPE	 RESOURCE USE 	TYPE	 METADATA ACCESS 	TYPE	 METADATA ACCESS 	TYPE	 METADATA USE 	TYPE	 METADATA USE 	TYPE
51933	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by Environment Canterbury Regional Council"   Attribution Required for Derivative works:  "Copyright in the underlying dataset from which this work has been derived is owned by Environment Canterbury Regional Council”	copyright	None 	None 	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by Environment Canterbury Regional Council"   Attribution Required for Derivative works:  "Copyright in the underlying dataset from which this work has been derived is owned by Environment Canterbury Regional Council”	copyright	Released under Creative Commons By.	license	None 	None 	None 	None 	Copyright 2014 Crown copyright (c)   Land Information New Zealand and the New Zealand Government.  All rights reserved.	copyright	Released under Creative Commons By.	license	unclassified	
51753	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for  Copies: "Copyright in this work is owned by BOPLASS Limited"  Attribution Required for  Derivative works "Copyright in the underlying dataset from which this work has been derived is owned by BOPLASS Limited. ”	copyright	None 	None 	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for  Copies: "Copyright in this work is owned by BOPLASS Limited"  Attribution Required for  Derivative works "Copyright in the underlying dataset from which this work has been derived is owned by BOPLASS Limited. ”	copyright	Released under Creative Commons By.	license	None 	None 	None 	None 	Copyright 2011 Crown copyright (c)  Land Information New Zealand and the New Zealand Government.  All rights reserved.	copyright	Released under Creative Commons By.	license	unclassified	
52344	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by Land Information New Zealand"  Attribution Required for Derivative works:  "Copyright in this work is owned by Land Information New Zealand"	copyright	None 	None 	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by Land Information New Zealand"  Attribution Required for Derivative works:  "Copyright in this work is owned by Land Information New Zealand"	copyright	None 	None 	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by Land Information New Zealand"  Attribution Required for Derivative works:  "Copyright in this work is owned by Land Information New Zealand"	copyright	None 	None 	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by Land Information New Zealand"  Attribution Required for Derivative works:  "Copyright in this work is owned by Land Information New Zealand"	copyright	None 	None 	unclassified	
51868	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/   Attribution Required for Copies: "Copyright in this work is owned by Auckland Council. Licensed for re-use under the Creative Commons Attribution 3.0 New Zealand license."  Attribution Required for Derivative works "Copyright in the underlying dataset from which this work has been derived is owned by Auckland Council. Licensed for re-use under the Creative Commons Attribution 3.0 New Zealand license."	copyright	None 	None 	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/   Attribution Required for Copies: "Copyright in this work is owned by Auckland Council. Licensed for re-use under the Creative Commons Attribution 3.0 New Zealand license."  Attribution Required for Derivative works "Copyright in the underlying dataset from which this work has been derived is owned by Auckland Council. Licensed for re-use under the Creative Commons Attribution 3.0 New Zealand license."	copyright	Released under Creative Commons By.	license	None 	None 	None 	None 	Copyright 2011 Crown copyright (c)  Land Information New Zealand and the New Zealand Government.  All rights reserved.	copyright	Released under Creative Commons By.	license	unclassified	
51869	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for  Copies: "Copyright in this work is owned by NZ Aerial Mapping Limited, and is used under licence by Land Information New Zealand."  Attribution Required for  Derivative works "Copyright in the underlying dataset from which this work has been derived is owned by NZ Aerial Mapping Limited, and is used under licence by Land Information New Zealand.”	copyright	None 	None 	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for  Copies: "Copyright in this work is owned by NZ Aerial Mapping Limited, and is used under licence by Land Information New Zealand."  Attribution Required for  Derivative works "Copyright in the underlying dataset from which this work has been derived is owned by NZ Aerial Mapping Limited, and is used under licence by Land Information New Zealand.”	copyright	Released under Creative Commons By.	license	None 	None 	None 	None 	Copyright 2011 Crown copyright (c)   Land Information New Zealand and the New Zealand Government.  All rights reserved.	copyright	Released under Creative Commons By.	license	unclassified	
53451	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by Christchurch City Council"   Attribution Required for Derivative works:  "Copyright in the underlying dataset from which this work has been derived is owned by Christchurch City Council"	copyright	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by Christchurch City Council"   Attribution Required for Derivative works:  "Copyright in the underlying dataset from which this work has been derived is owned by Christchurch City Council"	license	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by Christchurch City Council"   Attribution Required for Derivative works:  "Copyright in the underlying dataset from which this work has been derived is owned by Christchurch City Council"	copyright	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by Christchurch City Council"   Attribution Required for Derivative works:  "Copyright in the underlying dataset from which this work has been derived is owned by Christchurch City Council"	license	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by Christchurch City Council"   Attribution Required for Derivative works:  "Copyright in the underlying dataset from which this work has been derived is owned by Christchurch City Council"	copyright	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by Christchurch City Council"   Attribution Required for Derivative works:  "Copyright in the underlying dataset from which this work has been derived is owned by Christchurch City Council"	license	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by Christchurch City Council"   Attribution Required for Derivative works:  "Copyright in the underlying dataset from which this work has been derived is owned by Christchurch City Council"	copyright	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by Christchurch City Council"   Attribution Required for Derivative works:  "Copyright in the underlying dataset from which this work has been derived is owned by Christchurch City Council"	license	unclassified	
51778	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for  Copies: "Copyright in this work is owned by NZ Aerial Mapping Limited, and is used under licence by Land Information New Zealand."  Attribution Required for  Derivative works "Copyright in the underlying dataset from which this work has been derived is owned by NZ Aerial Mapping Limited, and is used under licence by Land Information New Zealand.”	copyright	None 	None 	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for  Copies: "Copyright in this work is owned by NZ Aerial Mapping Limited, and is used under licence by Land Information New Zealand."  Attribution Required for  Derivative works "Copyright in the underlying dataset from which this work has been derived is owned by NZ Aerial Mapping Limited, and is used under licence by Land Information New Zealand.”	copyright	Released under Creative Commons By.	license	None 	None 	None 	None 	Copyright 2011 Crown copyright (c)   Land Information New Zealand and the New Zealand Government.  All rights reserved.	copyright	Released under Creative Commons By.	license	unclassified	
51934	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for  Copies: "Copyright in this work is owned byThe Southland Consortium (Southland District Council, Gore District Council, Environment Southland, and Department of Conservation)" Attribution Required for  Derivative works "Copyright in the underlying dataset from which this work has been derived is owned byThe Southland Consortium (Southland District Council, Gore District Council, Environment Southland, and Department of Conservation)”	copyright	None 	None 	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for  Copies: "Copyright in this work is owned byThe Southland Consortium (Southland District Council, Gore District Council, Environment Southland, and Department of Conservation)."  Attribution Required for  Derivative works "Copyright in the underlying dataset from which this work has been derived is owned by The Southland Consortium (Southland District Council, Gore District Council, Environment Southland, and Department of Conservation)'.”	copyright	Released under Creative Commons By.	license	None 	None 	None 	None 	Copyright 2014 Crown copyright (c)   Land Information New Zealand and the New Zealand Government.  All rights reserved.	copyright	Released under Creative Commons By.	license	unclassified	
52118	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by The Dunedin City Council"   Attribution Required for Derivative works:  "Copyright in the underlying dataset from which this work has been derived is owned by The Dunedin City Council"	copyright	None 	None 	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by The Dunedin City Council"   Attribution Required for Derivative works:  "Copyright in the underlying dataset from which this work has been derived is owned by The Dunedin City Council"	copyright	None 	None 	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by The Dunedin City Council"   Attribution Required for Derivative works:  "Copyright in the underlying dataset from which this work has been derived is owned by The Dunedin City Council"	copyright	None 	None 	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by The Dunedin City Council"   Attribution Required for Derivative works:  "Copyright in the underlying dataset from which this work has been derived is owned by The Dunedin City Council"	copyright	None 	None 	unclassified	
53401	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by Hawke’s Bay Local Authority Shared Services (HB LASS)"   Attribution Required for Derivative works:  "Copyright in the underlying dataset from which this work has been derived is owned by Hawke’s Bay Local Authority Shared Services (HB LASS)"	copyright	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by Hawke’s Bay Local Authority Shared Services (HB LASS)"   Attribution Required for Derivative works:  "Copyright in the underlying dataset from which this work has been derived is owned by Hawke’s Bay Local Authority Shared Services (HB LASS)"	license	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by Hawke’s Bay Local Authority Shared Services (HB LASS)"   Attribution Required for Derivative works:  "Copyright in the underlying dataset from which this work has been derived is owned by Hawke’s Bay Local Authority Shared Services (HB LASS)"	copyright	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by Hawke’s Bay Local Authority Shared Services (HB LASS)"   Attribution Required for Derivative works:  "Copyright in the underlying dataset from which this work has been derived is owned by Hawke’s Bay Local Authority Shared Services (HB LASS)"	license	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by Hawke’s Bay Local Authority Shared Services (HB LASS)"   Attribution Required for Derivative works:  "Copyright in the underlying dataset from which this work has been derived is owned by Hawke’s Bay Local Authority Shared Services (HB LASS)"	copyright	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by Hawke’s Bay Local Authority Shared Services (HB LASS)"   Attribution Required for Derivative works:  "Copyright in the underlying dataset from which this work has been derived is owned by Hawke’s Bay Local Authority Shared Services (HB LASS)"	license	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by Hawke’s Bay Local Authority Shared Services (HB LASS)"   Attribution Required for Derivative works:  "Copyright in the underlying dataset from which this work has been derived is owned by Hawke’s Bay Local Authority Shared Services (HB LASS)"	copyright	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for Copies:  "Copyright in this work is owned by Hawke’s Bay Local Authority Shared Services (HB LASS)"   Attribution Required for Derivative works:  "Copyright in the underlying dataset from which this work has been derived is owned by Hawke’s Bay Local Authority Shared Services (HB LASS)"	license	unclassified	
51928	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for  Copies: "Copyright in this work is owned by NZ Aerial Mapping Limited, and is used under licence by Land Information New Zealand." Attribution Required for  Derivative works "Copyright in the underlying dataset from which this work has been derived is owned by NZ Aerial Mapping Limited, and is used under licence by Land Information New Zealand.”	copyright	None 	None 	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for  Copies: "Copyright in this work is owned by NZ Aerial Mapping Limited, and is used under licence by Land Information New Zealand."  Attribution Required for  Derivative works "Copyright in the underlying dataset from which this work has been derived is owned by NZ Aerial Mapping Limited, and is used under licence by Land Information New Zealand.”	copyright	Released under Creative Commons By.	license	None 	None 	None 	None 	Copyright 2011 Crown copyright (c)   Land Information New Zealand and the New Zealand Government.  All rights reserved.	copyright	Released under Creative Commons By.	license	unclassified	
51757	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for  Copies: "Copyright in this work is owned by BOPLASS Limited"  Attribution Required for  Derivative works "Copyright in the underlying dataset from which this work has been derived is owned by BOPLASS Limited. ”	copyright	None 	None 	Released under Creative Commons By Creative Commons Attribution 3.0 New Zealand Link: http://data.linz.govt.nz/license/attribution-3-0-new-zealand/  Attribution Required for  Copies: "Copyright in this work is owned by BOPLASS Limited"  Attribution Required for  Derivative works "Copyright in the underlying dataset from which this work has been derived is owned by BOPLASS Limited. ”	copyright	Released under Creative Commons By.	license	None 	None 	None 	None 	Copyright 2011 Crown copyright (c)   Land Information New Zealand and the New Zealand Government.  All rights reserved.	copyright	Released under Creative Commons By.	license	unclassified	
